Setup	Class	Attack	Avg (m)	Root Motion (m)	Attack Extension (m)	Estimated Startup (ms)	Estimated Startup (frames @ 30fps)	Speed to Active (m/s)	Min (m)	Max (m)	SD	Sample Size	Notes	Frame Data
Celebrant's Sickle	Dagger	1h Backstep R1	4.62				1		4.52	4.767	0.075	6	Weapons: 1060000	a020_030400
Celebrant's Sickle	Dagger	1h Charged R2 1	3.883	2.335	1.548	919	28	4.23	3.882	3.884	0	16	Weapons: 1060000	a020_030500
Celebrant's Sickle	Dagger	1h R2 1 Release	3.687	2.094	1.593	446	14	8.27	3.679	3.697	0.004	43	Weapons: 1060000	a020_030505
Celebrant's Sickle	Dagger	1h Charged R2 2	3.129	1.7	1.429	307	10	10.19	3.107	3.138	0.006	28	Weapons: 1060000	a020_030510
Celebrant's Sickle	Dagger	1h R2 2 Release	2.762	1.364	1.399	357	11	7.74	2.734	2.776	0.012	14	Weapons: 1060000	a020_030515
Celebrant's Sickle	Dagger	2h R1 1	3.237	1.891	1.346	336	11	9.64	3.217	3.246	0.003	228	Weapons: 1060000	a020_032000
Celebrant's Sickle	Dagger	2h R1 2	2.383				1		2.316	2.448	0.064	4	Weapons: 1060000	a020_032010
Celebrant's Sickle	Dagger	2h R1 3	2.448				1		2.448	2.448	0	1	Weapons: 1060000	a020_032020
Celebrant's Sickle	Dagger	2h R1 4	2.25				1		2.25	2.25	0	1	Weapons: 1060000	a020_032030
Celebrant's Sickle	Dagger	2h R1 5	2.363				1		2.363	2.363	0	1	Weapons: 1060000	a020_032040
Celebrant's Sickle	Dagger	2h R1 6	2.863				1		2.863	2.863	0	1	Weapons: 1060000	a020_032050
Celebrant's Sickle	Dagger	2h Running R1	4.723	3.774	0.949	436	14	10.83	4.703	4.734	0.012	14	Weapons: 1060000	a020_032200
Celebrant's Sickle	Dagger	2h Running R2	5.226	3.702	1.524	532	16	9.82	5.207	5.252	0.012	14	Weapons: 1060000	a100_032210
Celebrant's Sickle	Dagger	2h Rolling R1	3.2	1.584	1.616	269	9	11.89	3.189	3.215	0.008	27	Weapons: 1060000	a020_032300
Celebrant's Sickle	Dagger	2h Charged R2 1	3.514	1.855	1.659	911	28	3.86	3.493	3.517	0.007	10	Weapons: 1060000	a100_032500
Celebrant's Sickle	Dagger	2h R2 1 Release	3.489	1.865	1.625	696	21	5.01	3.464	3.507	0.007	32	Weapons: 1060000	a100_032505
Celebrant's Sickle	Dagger	2h Charged R2 2	3.178	1.801	1.377	416	13	7.64	3.173	3.189	0.003	18	Weapons: 1060000	a100_032510
Celebrant's Sickle+Celebrant's Sickle	Dagger	Paired L1 1	3.826	2.216	1.61	335	11	11.42	3.826	3.826	0	8	Weapons: 1060000 1060000	a020_034000
Celebrant's Sickle+Celebrant's Sickle	Dagger	Paired Running L1	5.843	4.328	1.516	468	15	12.49	5.835	5.85	0.007	4	Weapons: 1060000 1060000	a020_034200
Celebrant's Sickle+Celebrant's Sickle	Dagger	Paired Rolling L1	3.259	2.39	0.87	350	11	9.31	3.248	3.268	0.009	4	Weapons: 1060000 1060000	a020_034300
Celebrant's Sickle	Dagger	Offhand L1 1	3.296	2.213	1.083	349	11	9.44	3.288	3.297	0.002	33	Weapons: 1060000	a020_035000
Glintstone Kris	Dagger	1h R1 1	3.229	2.176	1.053	337	11	9.58	3.218	3.234	0.002	48	Weapons: 1070000	a020_030000
Glintstone Kris	Dagger	1h R1 2	2.594				1		2.569	2.621	0.013	13	Weapons: 1070000	a020_030010
Glintstone Kris	Dagger	1h R1 3	2.297				1		2.291	2.305	0.005	8	Weapons: 1070000	a020_030020
Glintstone Kris	Dagger	1h R1 4	2.017				1		2.01	2.03	0.005	8	Weapons: 1070000	a020_030030
Glintstone Kris	Dagger	1h R1 5	2.282				1		2.232	2.303	0.025	8	Weapons: 1070000	a020_030040
Glintstone Kris	Dagger	1h R1 6	2.559				1		2.525	2.572	0.014	8	Weapons: 1070000	a020_030050
Glintstone Kris	Dagger	1h Running R1	4.511	3.725	0.786	432	13	10.44	4.49	4.594	0.025	14	Weapons: 1070000	a020_030200
Glintstone Kris	Dagger	1h Running R2	5.334	3.698	1.636	464	14	11.5	5.289	5.434	0.052	16	Weapons: 1070000	a020_030210
Glintstone Kris	Dagger	1h Rolling R1	3.284	1.5	1.785	285	9	11.52	3.279	3.299	0.007	14	Weapons: 1070000	a020_030300
Glintstone Kris	Dagger	1h Backstep R1	4.601				1		4.456	4.641	0.05	10	Weapons: 1070000	a020_030400
Glintstone Kris	Dagger	1h Charged R2 1	4.541	2.863	1.678	861	26	5.27	4.525	4.542	0.004	16	Weapons: 1070000	a101_030500
Glintstone Kris	Dagger	1h R2 1 Release	4.148	2.405	1.744	501	16	8.28	4.137	4.155	0.004	23	Weapons: 1070000	a101_030505
Glintstone Kris	Dagger	1h Charged R2 2	4.059	2.336	1.724	552	17	7.35	4.05	4.07	0.006	17	Weapons: 1070000	a101_030510
Glintstone Kris	Dagger	1h R2 2 Release	3.154				1		3.037	3.216	0.074	7	Weapons: 1070000	a101_030515
Glintstone Kris	Dagger	2h R1 1	3.226	1.892	1.334	335	11	9.63	3.14	3.331	0.031	112	Weapons: 1070000	a020_032000
Glintstone Kris	Dagger	2h R1 2	2.42				1		2.379	2.442	0.02	6	Weapons: 1070000	a020_032010
Glintstone Kris	Dagger	2h R1 3	2.431				1		2.428	2.433	0.002	2	Weapons: 1070000	a020_032020
Glintstone Kris	Dagger	2h Running R1	4.76	3.783	0.977	434	14	10.97	4.689	4.897	0.049	28	Weapons: 1070000	a020_032200
Glintstone Kris	Dagger	2h Running R2	5.35	3.802	1.548	466	14	11.48	5.197	5.443	0.073	40	Weapons: 1070000	a101_032210
Glintstone Kris	Dagger	2h Rolling R1	3.185	1.587	1.598	268	9	11.88	3.179	3.202	0.008	13	Weapons: 1070000	a020_032300
Glintstone Kris	Dagger	2h Charged R2 1	4.48	2.775	1.705	868	27	5.16	4.47	4.481	0.003	14	Weapons: 1070000	a101_032500
Glintstone Kris	Dagger	2h R2 1 Release	4.183	2.512	1.671	514	16	8.14	4.181	4.191	0.003	30	Weapons: 1070000	a101_032505
Glintstone Kris	Dagger	2h Charged R2 2	3.893	2.17	1.723	273	9	14.26	3.89	3.902	0.004	16	Weapons: 1070000	a101_032510
Glintstone Kris	Dagger	2h R2 2 Release	2.864				1		2.753	2.922	0.04	10	Weapons: 1070000	a101_032515
Glintstone Kris+Glintstone Kris	Dagger	Paired L1 1	3.813	2.216	1.597	333	10	11.45	3.812	3.813	0	8	Weapons: 1070000 1070000	a020_034000
Glintstone Kris+Glintstone Kris	Dagger	Paired Running L1	5.843	4.336	1.508	470	15	12.43	5.842	5.844	0.001	4	Weapons: 1070000 1070000	a020_034200
Glintstone Kris+Glintstone Kris	Dagger	Paired Rolling L1	3.236	2.385	0.851	350	11	9.25	3.215	3.257	0.015	4	Weapons: 1070000 1070000	a020_034300
Glintstone Kris	Dagger	Offhand L1 1	3.276	2.214	1.062	340	11	9.63	3.246	3.288	0.009	28	Weapons: 1070000	a020_035000
Glintstone Kris	Dagger	Glintstone Dart - Thrust	8.203	7.344	0.858	369	12	22.23	8.202	8.203	0	7	Weapons: 1070000	a817_040010
Scorpion's Stinger	Dagger	1h R1 1	3.275	2.176	1.099	339	11	9.66	3.23	3.334	0.012	58	Weapons: 1080000	a020_030000
Scorpion's Stinger	Dagger	1h R1 2	2.56				1		2.284	2.638	0.083	15	Weapons: 1080000	a020_030010
Scorpion's Stinger	Dagger	1h R1 3	2.299				1		2.228	2.356	0.043	11	Weapons: 1080000	a020_030020
Scorpion's Stinger	Dagger	1h R1 4	1.999				1		1.863	2.023	0.051	8	Weapons: 1080000	a020_030030
Scorpion's Stinger	Dagger	1h R1 5	2.326				1		2.297	2.339	0.015	7	Weapons: 1080000	a020_030040
Scorpion's Stinger	Dagger	1h R1 6	2.573				1		2.504	2.594	0.032	6	Weapons: 1080000	a020_030050
Scorpion's Stinger	Dagger	1h Running R1	4.548	3.717	0.83	427	13	10.65	4.482	4.628	0.044	13	Weapons: 1080000	a020_030200
Scorpion's Stinger	Dagger	1h Running R2	5.316	3.706	1.611	470	15	11.31	5.277	5.326	0.015	12	Weapons: 1080000	a020_030210
Scorpion's Stinger	Dagger	1h Rolling R1	3.312	1.481	1.831	278	9	11.91	3.304	3.32	0.007	19	Weapons: 1080000	a020_030300
Scorpion's Stinger	Dagger	1h Backstep R1	4.642				1		4.623	4.68	0.027	3	Weapons: 1080000	a020_030400
Scorpion's Stinger	Dagger	1h Charged R2 1	4.566	2.88	1.686	869	27	5.25	4.561	4.566	0.001	14	Weapons: 1080000	a101_030500
Scorpion's Stinger	Dagger	1h R2 1 Release	4.187	2.432	1.755	509	16	8.23	4.185	4.19	0.003	11	Weapons: 1080000	a101_030505
Scorpion's Stinger	Dagger	1h Charged R2 2	1.813				1		1.809	1.817	0.004	2	Weapons: 1080000	a101_030510
Scorpion's Stinger	Dagger	1h R2 2 Release	3.078				1		3.062	3.093	0.015	2	Weapons: 1080000	a101_030515
Scorpion's Stinger	Dagger	2h R1 1	3.245	1.889	1.356	333	10	9.74	3.218	3.274	0.005	72	Weapons: 1080000	a020_032000
Scorpion's Stinger	Dagger	2h R1 2	2.449				1		2.423	2.469	0.014	6	Weapons: 1080000	a020_032010
Scorpion's Stinger	Dagger	2h R1 3	2.455				1		2.451	2.457	0.002	3	Weapons: 1080000	a020_032020
Scorpion's Stinger	Dagger	2h R1 4	2.25				1		2.25	2.25	0	1	Weapons: 1080000	a020_032030
Scorpion's Stinger	Dagger	2h R1 5	2.341				1		2.341	2.341	0	1	Weapons: 1080000	a020_032040
Scorpion's Stinger	Dagger	2h R1 6	2.87				1		2.87	2.87	0	1	Weapons: 1080000	a020_032050
Scorpion's Stinger	Dagger	2h Running R1	4.741	3.777	0.964	433	13	10.95	4.717	4.749	0.011	14	Weapons: 1080000	a020_032200
Scorpion's Stinger	Dagger	2h Running R2	5.223	3.7	1.523	467	15	11.18	5.207	5.237	0.012	14	Weapons: 1080000	a101_032210
Scorpion's Stinger	Dagger	2h Rolling R1	3.206	1.584	1.621	279	9	11.49	3.194	3.217	0.009	21	Weapons: 1080000	a020_032300
Scorpion's Stinger	Dagger	2h Charged R2 1	4.509	2.762	1.747	870	27	5.18	4.493	4.511	0.006	15	Weapons: 1080000	a101_032500
Scorpion's Stinger	Dagger	2h R2 1 Release	4.208	2.546	1.662	509	16	8.27	4.207	4.213	0.002	11	Weapons: 1080000	a101_032505
Scorpion's Stinger	Dagger	2h Charged R2 2	1.776				1		1.766	1.785	0.009	2	Weapons: 1080000	a101_032510
Scorpion's Stinger	Dagger	2h R2 2 Release	2.859				1		2.838	2.881	0.021	2	Weapons: 1080000	a101_032515
Scorpion's Stinger+Scorpion's Stinger	Dagger	Paired L1 1	3.828	2.216	1.613	336	11	11.39	3.828	3.829	0	9	Weapons: 1080000 1080000	a020_034000
Scorpion's Stinger+Scorpion's Stinger	Dagger	Paired Running L1	5.842	4.34	1.502	470	15	12.43	5.838	5.854	0.007	4	Weapons: 1080000 1080000	a020_034200
Scorpion's Stinger+Scorpion's Stinger	Dagger	Paired Rolling L1	3.272	2.398	0.874	352	11	9.3	3.251	3.279	0.012	4	Weapons: 1080000 1080000	a020_034300
Scorpion's Stinger	Dagger	Offhand L1 1	3.317	2.212	1.106	341	11	9.73	3.311	3.319	0.003	29	Weapons: 1080000	a020_035000
Scorpion's Stinger	Dagger	Startup	5.988	4.556	1.431	563	17	10.64	5.972	5.997	0.01	6	Weapons: 1080000	a609_040000
Great Knife	Dagger	1h R1 1	3.171	1.876	1.295	335	11	9.47	3.148	3.182	0.007	62	Weapons: 1090000	a020_030000
Great Knife	Dagger	1h R1 2	2.509				1		2.469	2.55	0.013	26	Weapons: 1090000	a020_030010
Great Knife	Dagger	1h R1 3	2.221				1		2.198	2.231	0.01	17	Weapons: 1090000	a020_030020
Great Knife	Dagger	1h R1 4	1.931				1		1.899	1.936	0.009	15	Weapons: 1090000	a020_030030
Great Knife	Dagger	1h R1 5	2.225				1		2.191	2.234	0.011	14	Weapons: 1090000	a020_030040
Great Knife	Dagger	1h R1 6	2.492				1		2.491	2.493	0.001	13	Weapons: 1090000	a020_030050
Great Knife	Dagger	1h Running R1	4.497	3.726	0.771	433	13	10.39	4.409	4.607	0.065	26	Weapons: 1090000	a020_030200
Great Knife	Dagger	1h Running R2	5.283	3.702	1.581	468	15	11.29	5.16	5.421	0.083	22	Weapons: 1090000	a020_030210
Great Knife	Dagger	1h Rolling R1	3.215	1.506	1.708	286	9	11.24	3.203	3.231	0.008	25	Weapons: 1090000	a020_030300
Great Knife	Dagger	1h Backstep R1	4.525				1		4.518	4.543	0.011	4	Weapons: 1090000	a020_030400
Great Knife	Dagger	1h Charged R2 1	3.794	2.339	1.455	915	28	4.15	3.793	3.801	0.002	13	Weapons: 1090000	a020_030500
Great Knife	Dagger	1h R2 1 Release	3.598	2.112	1.486	450	14	8	3.593	3.618	0.006	24	Weapons: 1090000	a020_030505
Great Knife	Dagger	1h Charged R2 2	3.039	1.701	1.338	302	10	10.06	3.031	3.045	0.006	6	Weapons: 1090000	a020_030510
Great Knife	Dagger	1h R2 2 Release	2.663				1		2.625	2.69	0.015	34	Weapons: 1090000	a020_030515
Great Knife	Dagger	2h R1 1	3.15	1.857	1.293	341	11	9.24	3.011	3.26	0.06	109	Weapons: 1090000	a020_032000
Great Knife	Dagger	2h R1 2	2.354	1.011	1.343	338	11	6.96	2.343	2.37	0.007	25	Weapons: 1090000	a020_032010
Great Knife	Dagger	2h R1 3	2.316				1		2.247	2.356	0.049	3	Weapons: 1090000	a020_032020
Great Knife	Dagger	2h R1 4	2.16				1		2.16	2.161	0.001	2	Weapons: 1090000	a020_032030
Great Knife	Dagger	2h R1 5	2.264				1		2.262	2.266	0.002	2	Weapons: 1090000	a020_032040
Great Knife	Dagger	2h R1 6	2.726				1		2.682	2.77	0.044	2	Weapons: 1090000	a020_032050
Great Knife	Dagger	2h Running R1	4.71	3.773	0.937	432	13	10.9	4.616	4.813	0.041	49	Weapons: 1090000	a020_032200
Great Knife	Dagger	2h Running R2	5.211	3.71	1.5	541	17	9.63	5.064	5.359	0.087	21	Weapons: 1090000	a100_032210
Great Knife	Dagger	2h Rolling R1	3.102	1.59	1.512	270	9	11.49	3.081	3.12	0.008	15	Weapons: 1090000	a020_032300
Great Knife	Dagger	2h Backstep R1	4.641	3.422	1.22	24	1	193.39	4.614	4.666	0.012	13	Weapons: 1090000	a020_032400
Great Knife	Dagger	2h Charged R2 1	3.426	1.831	1.595	890	27	3.85	3.403	3.429	0.006	14	Weapons: 1090000	a100_032500
Great Knife	Dagger	2h R2 1 Release	3.394	1.852	1.542	690	21	4.92	3.373	3.396	0.005	17	Weapons: 1090000	a100_032505
Great Knife	Dagger	2h Charged R2 2	3.09	30.651		416	13		3.086	3.1	0.004	9	Weapons: 1090000	a100_032510
Great Knife	Dagger	2h R2 2 Release	2.903				1		2.903	2.903	0	1	Weapons: 1090000	a100_032515
Great Knife+Scorpion's Stinger	Dagger	Paired L1 1	3.73	2.216	1.515	332	10	11.24	3.73	3.73	0	2	Weapons: 1090000 1080000	a020_034000
Great Knife+Great Knife	Dagger	Paired L1 1	3.717	2.216	1.501	329	10	11.3	3.656	3.73	0.028	6	Weapons: 1090000 1090000	a020_034000
Great Knife+Scorpion's Stinger	Dagger	Paired Running L1	5.821	4.32	1.502	480	15	12.13	5.821	5.821	0	1	Weapons: 1090000 1080000	a020_034200
Great Knife+Great Knife	Dagger	Paired Running L1	5.756	4.331	1.425	472	15	12.19	5.745	5.761	0.007	3	Weapons: 1090000 1090000	a020_034200
Great Knife+Scorpion's Stinger	Dagger	Paired Rolling L1	3.264	2.38	0.883	352	11	9.27	3.264	3.264	0	1	Weapons: 1090000 1080000	a020_034300
Great Knife+Great Knife	Dagger	Paired Rolling L1	3.166	2.388	0.778	344	11	9.2	3.16	3.176	0.007	3	Weapons: 1090000 1090000	a020_034300
Great Knife	Dagger	Offhand L1 1	3.215	2.213	1.002	333	10	9.65	3.206	3.217	0.002	35	Weapons: 1090000	a020_035000
Wakizashi	Dagger	1h R1 1	3.262	1.834	1.427	341	11	9.57	3.244	3.273	0.005	64	Weapons: 1100000	a020_030000
Wakizashi	Dagger	1h R1 2	2.609	1.291	1.318	354	11	7.37	2.589	2.621	0.01	12	Weapons: 1100000	a020_030010
Wakizashi	Dagger	1h R1 3	2.326	0.902	1.425	356	11	6.53	2.314	2.332	0.006	8	Weapons: 1100000	a020_030020
Wakizashi	Dagger	1h R1 4	2.011	0.924	1.087	356	11	5.65	1.873	2.046	0.057	7	Weapons: 1100000	a020_030030
Wakizashi	Dagger	1h R1 5	2.246				1		2.089	2.332	0.097	4	Weapons: 1100000	a020_030040
Wakizashi	Dagger	1h R1 6	2.553				1		2.434	2.595	0.069	4	Weapons: 1100000	a020_030050
Wakizashi	Dagger	1h Running R1	4.594	3.715	0.88	436	14	10.54	4.517	4.642	0.044	23	Weapons: 1100000	a020_030200
Wakizashi	Dagger	1h Running R2	5.324	3.712	1.612	473	15	11.26	5.302	5.34	0.013	13	Weapons: 1100000	a020_030210
Wakizashi	Dagger	1h Rolling R1	3.31	1.479	1.831	252	8	13.13	3.288	3.336	0.012	19	Weapons: 1100000	a020_030300
Wakizashi	Dagger	1h Backstep R1	4.648				1		4.621	4.718	0.036	5	Weapons: 1100000	a020_030400
Wakizashi	Dagger	1h Charged R2 1	3.895	2.332	1.564	916	28	4.25	3.894	3.896	0.001	4	Weapons: 1100000	a020_030500
Wakizashi	Dagger	1h R2 1 Release	3.699	2.099	1.601	453	14	8.17	3.695	3.711	0.004	27	Weapons: 1100000	a020_030505
Wakizashi	Dagger	1h Charged R2 2	3.141	1.701	1.441	317	10	9.91	3.115	3.148	0.008	17	Weapons: 1100000	a020_030510
Wakizashi	Dagger	1h R2 2 Release	2.741				1		2.732	2.751	0.007	4	Weapons: 1100000	a020_030515
Wakizashi	Dagger	2h R1 1	3.272	1.869	1.402	341	11	9.59	3.242	3.353	0.038	157	Weapons: 1100000	a020_032000
Wakizashi	Dagger	2h R1 2	2.458	1.015	1.442	342	11	7.19	2.438	2.473	0.007	27	Weapons: 1100000	a020_032010
Wakizashi	Dagger	2h R1 3	2.459	1	1.46	342	11	7.19	2.436	2.48	0.01	17	Weapons: 1100000	a020_032020
Wakizashi	Dagger	2h R1 4	2.26	0.983	1.277	342	11	6.61	2.25	2.264	0.003	17	Weapons: 1100000	a020_032030
Wakizashi	Dagger	2h R1 5	2.372	0.898	1.474	342	11	6.93	2.365	2.376	0.003	17	Weapons: 1100000	a020_032040
Wakizashi	Dagger	2h R1 6	2.874	1.601	1.273	346	11	8.31	2.857	2.882	0.007	11	Weapons: 1100000	a020_032050
Wakizashi	Dagger	2h Running R1	4.749	3.773	0.976	432	13	10.99	4.701	4.809	0.032	22	Weapons: 1100000	a020_032200
Wakizashi	Dagger	2h Running R2	5.254	3.703	1.552	465	14	11.3	5.244	5.329	0.025	11	Weapons: 1100000	a020_032210
Wakizashi	Dagger	2h Rolling R1	3.208	1.584	1.624	268	9	11.97	3.056	3.366	0.043	31	Weapons: 1100000	a020_032300
Wakizashi	Dagger	2h Backstep R1	4.763				1		4.738	4.786	0.019	3	Weapons: 1100000	a020_032400
Wakizashi	Dagger	2h Charged R2 1	3.924	2.504	1.42	841	26	4.67	3.924	3.924	0	14	Weapons: 1100000	a020_032500
Wakizashi	Dagger	2h R2 1 Release	3.22	1.71	1.511	410	13	7.85	3.207	3.231	0.003	44	Weapons: 1100000	a020_032505
Wakizashi	Dagger	2h Charged R2 2	3.434	2.251	1.183	168	6	20.44	3.413	3.442	0.007	14	Weapons: 1100000	a020_032510
Wakizashi	Dagger	2h R2 2 Release	2.712				1		2.712	2.712	0	1	Weapons: 1100000	a020_032515
Wakizashi+Wakizashi	Dagger	Paired L1 1	3.694	2.384	1.31	432	13	8.55	3.691	3.713	0.006	13	Weapons: 1100000 1100000	a104_034000
Wakizashi+Wakizashi	Dagger	Paired Running L1	5.722	4.218	1.504	480	15	11.92	5.703	5.738	0.013	4	Weapons: 1100000 1100000	a104_034200
Wakizashi+Wakizashi	Dagger	Paired Rolling L1	3.665	1.935	1.73	388	12	9.45	3.601	3.692	0.037	4	Weapons: 1100000 1100000	a104_034300
Wakizashi	Dagger	Offhand L1 1	3.309	2.231	1.079	397	12	8.34	3.297	3.311	0.003	31	Weapons: 1100000	a020_035000
Dagger+Wakizashi	Dagger	Offhand L1 1	3.352	2.268	1.085	334	11	10.04	3.306	3.404	0.045	4	Weapons: 1000000 1100000	a020_035000
Cinquedea	Dagger	1h R1 1	3.298	2.176	1.122	340	11	9.7	3.28	3.313	0.007	77	Weapons: 1110000	a020_030000
Cinquedea	Dagger	1h R1 2	2.624				1		2.564	2.658	0.03	17	Weapons: 1110000	a020_030010
Cinquedea	Dagger	1h R1 3	2.356				1		2.305	2.374	0.019	15	Weapons: 1110000	a020_030020
Cinquedea	Dagger	1h R1 4	2.041				1		1.893	2.075	0.055	9	Weapons: 1110000	a020_030030
Cinquedea	Dagger	1h R1 5	2.361				1		2.329	2.375	0.015	7	Weapons: 1110000	a020_030040
Cinquedea	Dagger	1h R1 6	2.626				1		2.595	2.639	0.017	5	Weapons: 1110000	a020_030050
Cinquedea	Dagger	1h Running R1	4.6	3.719	0.88	431	13	10.67	4.532	4.676	0.047	24	Weapons: 1110000	a020_030200
Cinquedea	Dagger	1h Running R2	5.384	3.707	1.677	466	14	11.55	5.324	5.503	0.049	14	Weapons: 1110000	a020_030210
Cinquedea	Dagger	1h Rolling R1	3.353	1.497	1.856	283	9	11.85	3.328	3.404	0.015	36	Weapons: 1110000	a020_030300
Cinquedea	Dagger	1h Backstep R1	4.7				1		4.662	4.782	0.04	9	Weapons: 1110000	a020_030400
Cinquedea	Dagger	1h Charged R2 1	3.937	2.364	1.572	915	28	4.3	3.936	3.937	0.001	13	Weapons: 1110000	a020_030500
Cinquedea	Dagger	1h R2 1 Release	3.332	1.747	1.585	362	11	9.2	3.305	3.375	0.015	21	Weapons: 1110000	a020_030505
Cinquedea	Dagger	1h Charged R2 2	1.63				1		1.508	1.688	0.063	11	Weapons: 1110000	a020_030510
Cinquedea	Dagger	1h R2 2 Release	2.801				1		2.77	2.828	0.015	17	Weapons: 1110000	a020_030515
Cinquedea	Dagger	2h R1 1	3.29	1.861	1.428	340	11	9.68	3.28	3.295	0.002	151	Weapons: 1110000	a020_032000
Cinquedea	Dagger	2h R1 2	2.487				1		2.397	2.547	0.039	9	Weapons: 1110000	a020_032010
Cinquedea	Dagger	2h R1 3	2.5				1		2.486	2.521	0.014	4	Weapons: 1110000	a020_032020
Cinquedea	Dagger	2h R1 4	2.28				1		2.236	2.301	0.026	4	Weapons: 1110000	a020_032030
Cinquedea	Dagger	2h R1 5	2.402				1		2.38	2.415	0.014	4	Weapons: 1110000	a020_032040
Cinquedea	Dagger	2h R1 6	2.918				1		2.914	2.922	0.003	4	Weapons: 1110000	a020_032050
Cinquedea	Dagger	2h Running R1	4.831	3.845	0.985	434	14	11.13	4.775	4.876	0.033	20	Weapons: 1110000	a020_032200
Cinquedea	Dagger	2h Running R2	5.333	3.726	1.607	468	15	11.4	5.254	5.456	0.066	11	Weapons: 1110000	a020_032210
Cinquedea	Dagger	2h Rolling R1	3.248	1.588	1.66	269	9	12.08	3.219	3.265	0.01	32	Weapons: 1110000	a020_032300
Cinquedea	Dagger	2h Charged R2 1	3.962	2.515	1.447	832	25	4.76	3.943	3.964	0.005	17	Weapons: 1110000	a020_032500
Cinquedea	Dagger	2h R2 1 Release	3.257	1.686	1.571	413	13	7.89	3.236	3.26	0.006	29	Weapons: 1110000	a020_032505
Cinquedea	Dagger	2h Charged R2 2	3.442	2.242	1.201	404	13	8.52	3.414	3.455	0.013	14	Weapons: 1110000	a020_032510
Cinquedea	Dagger	2h R2 2 Release	2.922	1.67	1.252	524	16	5.58	2.906	2.928	0.007	9	Weapons: 1110000	a020_032515
Cinquedea+Cinquedea	Dagger	Paired L1 1	3.877	2.215	1.661	332	10	11.68	3.876	3.88	0.002	7	Weapons: 1110000 1110000	a020_034000
Cinquedea+Cinquedea	Dagger	Paired Running L1	5.889	4.333	1.556	466	14	12.64	5.888	5.89	0.001	3	Weapons: 1110000 1110000	a020_034200
Cinquedea+Cinquedea	Dagger	Paired Rolling L1	3.316	2.393	0.923	348	11	9.53	3.306	3.321	0.007	3	Weapons: 1110000 1110000	a020_034300
Cinquedea	Dagger	Offhand L1 1	3.347	2.214	1.133	335	11	9.99	3.326	3.359	0.006	38	Weapons: 1110000	a020_035000
Cinquedea+Wakizashi	Dagger	Offhand L1 1	3.353	2.254	1.099	334	11	10.04	3.31	3.406	0.044	4	Weapons: 1110000 1100000	a020_035000
Ivory Sickle	Dagger	1h R1 1	3.226	1.779	1.447	341	11	9.46	3.222	3.231	0.001	51	Weapons: 1130000	a020_030000
Ivory Sickle	Dagger	1h R1 2	2.637	1.285	1.352	343	11	7.69	2.627	2.653	0.005	25	Weapons: 1130000	a020_030010
Ivory Sickle	Dagger	1h R1 3	2.326	0.908	1.417	343	11	6.78	2.3	2.344	0.012	21	Weapons: 1130000	a020_030020
Ivory Sickle	Dagger	1h R1 4	2.096	0.891	1.205	341	11	6.15	2.088	2.116	0.006	15	Weapons: 1130000	a020_030030
Ivory Sickle	Dagger	1h R1 5	2.322	0.957	1.365	337	11	6.89	2.305	2.328	0.007	12	Weapons: 1130000	a020_030040
Ivory Sickle	Dagger	1h R1 6	2.593	1.37	1.223	337	11	7.69	2.561	2.614	0.014	14	Weapons: 1130000	a020_030050
Ivory Sickle	Dagger	1h Running R1	4.56	3.709	0.851	434	14	10.51	4.47	4.633	0.051	20	Weapons: 1130000	a020_030200
Ivory Sickle	Dagger	1h Running R2	5.453	3.706	1.747	468	15	11.65	5.338	5.564	0.085	21	Weapons: 1130000	a020_030210
Ivory Sickle	Dagger	1h Rolling R1	3.308	1.48	1.828	262	8	12.63	3.301	3.326	0.008	29	Weapons: 1130000	a020_030300
Ivory Sickle	Dagger	1h Backstep R1	4.638				1		4.602	4.78	0.059	7	Weapons: 1130000	a020_030400
Ivory Sickle	Dagger	1h Charged R2 1	3.907	2.324	1.582	920	28	4.25	3.906	3.907	0	5	Weapons: 1130000	a020_030500
Ivory Sickle	Dagger	1h R2 1 Release	3.72	2.102	1.618	441	14	8.44	3.71	3.735	0.006	25	Weapons: 1130000	a020_030505
Ivory Sickle	Dagger	1h Charged R2 2	3.116	1.701	1.415	318	10	9.8	3.098	3.134	0.01	14	Weapons: 1130000	a020_030510
Ivory Sickle	Dagger	1h R2 2 Release	2.768				1		2.751	2.781	0.008	11	Weapons: 1130000	a020_030515
Ivory Sickle	Dagger	2h R1 1	3.304	1.892	1.413	338	11	9.78	3.224	3.39	0.024	98	Weapons: 1130000	a020_032000
Ivory Sickle	Dagger	2h R1 2	2.496				1		2.465	2.6	0.047	6	Weapons: 1130000	a020_032010
Ivory Sickle	Dagger	2h R1 3	2.454				1		2.405	2.557	0.062	4	Weapons: 1130000	a020_032020
Ivory Sickle	Dagger	2h R1 4	2.281				1		2.234	2.327	0.046	2	Weapons: 1130000	a020_032030
Ivory Sickle	Dagger	2h R1 5	2.39				1		2.375	2.404	0.014	2	Weapons: 1130000	a020_032040
Ivory Sickle	Dagger	2h R1 6	2.883				1		2.883	2.883	0	1	Weapons: 1130000	a020_032050
Ivory Sickle	Dagger	2h Running R1	4.715	3.777	0.938	429	13	10.99	4.7	4.728	0.008	14	Weapons: 1130000	a020_032200
Ivory Sickle	Dagger	2h Running R2	5.272	3.703	1.57	538	17	9.8	5.24	5.317	0.025	14	Weapons: 1130000	a100_032210
